budget,genres,id,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,status,title,vote_average,vote_count
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",330770,fr,3.300061,"[{""name"": ""Ex Nihilo"", ""id"": 3307}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Les films du Worso"", ""id"": 7395}, {""name"": ""Noodles Production"", ""id"": 7792}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""Scope Pictures"", ""id"": 11199}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Minist\u00e8re de la Culture et de la Communication"", ""id"": 25818}, {""name"": ""Volcano Films"", ""id"": 52184}, {""name"": ""Left Field Ventures"", ""id"": 58659}, {""name"": ""Evo Films A.I.E."", ""id"": 76444}, {""name"": ""Ind\u00e9films 3"", ""id"": 76445}, {""name"": ""Palatine \u00c9toile 12"", ""id"": 76446}, {""name"": ""Cin\u00e9feel Prod"", ""id"": 76447}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",9/14/2015,0,81,Released,Evolution,6.4,47
47000000,"[{""id"": 18, ""name"": ""Drama""}]",2841,fr,23.05451,"[{""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""2003 Productions"", ""id"": 1232}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""Tapioca Films"", ""id"": 12000}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""R\u00e9gion Bretagne"", ""id"": 20346}, {""name"": ""R\u00e9gion Poitou-Charentes"", ""id"": 76911}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/26/2004,0,133,Released,A Very Long Engagement,7.1,346
60000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",10047,fr,21.084542,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Gaumont"", ""id"": 9}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/18/1999,66976317,148,Released,The Messenger: The Story of Joan of Arc,6.2,367
33000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",27936,fr,7.663515,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Epith\u00e8te Films"", ""id"": 7286}, {""name"": ""France 3 (FR 3)"", ""id"": 11244}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""France 2 (FR2)"", ""id"": 11359}, {""name"": ""Orange Cin\u00e9ma S\u00e9ries"", ""id"": 11620}, {""name"": ""Tapioca Films"", ""id"": 12000}, {""name"": ""Warner Bros. Entertainment France"", ""id"": 12001}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/28/2009,14000000,100,Released,Micmacs,6.8,148
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",280391,fr,5.794466,"[{""name"": ""Path\u00e9 Films"", ""id"": 4959}, {""name"": ""Bor\u00e9ales"", ""id"": 8606}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",04/08/2015,0,100,Released,Why I Did (Not) Eat My Father,5.3,125
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",194,fr,73.720244,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Claudie Ossard Productions"", ""id"": 592}, {""name"": ""MMC Independent"", ""id"": 4411}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Tapioca Films"", ""id"": 12000}, {""name"": ""Sofica Sofinergie 5"", ""id"": 23446}, {""name"": ""Victoires Productions"", ""id"": 25020}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 27897}, {""name"": ""Union G\u00e9n\u00e9rale Cin\u00e9matographique (UGC)"", ""id"": 30994}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",4/25/2001,173921954,122,Released,Amélie,7.8,3310
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",77459,fr,17.375562,"[{""name"": ""Europa Corp"", ""id"": 1075}, {""name"": ""Scanbox"", ""id"": 8992}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/12/2011,0,90,Released,A Monster in Paris,6.5,313
0,"[{""id"": 35, ""name"": ""Comedy""}]",31203,fr,20.362025,"[{""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""SCOPE Invest"", ""id"": 2250}, {""name"": ""Scope Pictures"", ""id"": 11199}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""Orange Cin\u00e9ma S\u00e9ries"", ""id"": 11620}, {""name"": ""R\u00e9gion Wallone"", ""id"": 11920}, {""name"": ""Mandarin Films"", ""id"": 12096}, {""name"": ""IMAV Editions"", ""id"": 23303}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",9/30/2009,0,91,Released,Little Nicholas,5.9,306
35866397,"[{""id"": 99, ""name"": ""Documentary""}]",11516,fr,3.75074,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Pandora Filmproduktion"", ""id"": 254}, {""name"": ""Procirep"", ""id"": 311}, {""name"": ""Galat\u00e9e Films"", ""id"": 793}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""T\u00e9l\u00e9vision Suisse-Romande (TSR)"", ""id"": 8453}, {""name"": ""Wanda Visi\u00f3n S.A."", ""id"": 10046}, {""name"": ""Conseil R\u00e9gional de Franche-Comt\u00e9"", ""id"": 11402}, {""name"": ""Eyescreen S.r.l."", ""id"": 12012}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 15671}, {""name"": ""Les Productions de la Gu\u00e9ville"", ""id"": 17873}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}]","[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",12/12/2001,20217080,98,Released,Winged Migration,7,49
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",133698,fr,11.60921,"[{""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Quad Productions"", ""id"": 7038}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/29/2012,0,104,Released,Fly Me to the Moon,5.6,194
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",48034,fr,15.279021,"[{""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Les Productions du Tr\u00e9sor"", ""id"": 2612}, {""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/20/2010,48531470,154,Released,Little White Lies,7.1,380
0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}]",25353,fr,1.684948,"[{""name"": ""Herold and Family"", ""id"": 7801}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",04/01/2009,0,82,Released,The True Story of Puss 'n Boots,3.8,7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",11156,fr,8.426589,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Haut et Court"", ""id"": 726}, {""name"": ""SCOPE Invest"", ""id"": 2250}, {""name"": ""Cin\u00e9@"", ""id"": 2564}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Scope Pictures"", ""id"": 11199}, {""name"": ""Soficapital"", ""id"": 11247}, {""name"": ""France 2 (FR2)"", ""id"": 11359}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Cofinova 5"", ""id"": 12053}, {""name"": ""Films Distribution"", ""id"": 20881}, {""name"": ""Banque Populaire Images 9"", ""id"": 30301}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",4/22/2009,0,110,Released,Coco Before Chanel,6.6,246
22000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 10402, ""name"": ""Music""}]",11661,fr,13.960945,"[{""name"": ""Senator Film Produktion"", ""id"": 191}, {""name"": ""Media Pro Pictures"", ""id"": 3244}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Nord-Ouest Productions"", ""id"": 4176}, {""name"": ""The Bureau"", ""id"": 10441}, {""name"": ""Art\u00e9mis Productions"", ""id"": 11773}, {""name"": ""Les Productions de la Gu\u00e9ville"", ""id"": 17873}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""NO"", ""name"": ""Norway""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/09/2005,17709155,116,Released,Joyeux Noël,7.2,212
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",21494,fr,4.61335,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",1/31/2007,0,115,Released,Moliere,6.7,45
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",14652,fr,0.49446,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",4/16/2003,0,114,Released,Bon voyage,5.7,20
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",10353,fr,12.283025,"[{""name"": ""Gaumont"", ""id"": 9}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""France 3 Cinema"", ""id"": 16804}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",02/11/1998,0,118,Released,The Visitors II: The Corridors of Time,5.8,221
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",9389,fr,9.244181,"[{""name"": ""Onyx Films"", ""id"": 2203}, {""name"": ""Backup Films"", ""id"": 5381}, {""name"": ""France2 Cin\u00e9ma"", ""id"": 7089}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]",3/16/2006,1831348,105,Released,Renaissance,6.7,77
15000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10800,fr,8.884405,"[{""name"": ""Futurikon"", ""id"": 2613}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",3/19/2008,0,80,Released,Dragon Hunters,6.5,129
11000000,"[{""id"": 35, ""name"": ""Comedy""}]",8265,fr,18.923181,"[{""name"": ""Centre National de la Cin\u00e9matographie"", ""id"": 310}, {""name"": ""TF1 Films Productions"", ""id"": 356}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Hirsch"", ""id"": 2355}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""R\u00e9gion Nord-Pas-de-Calais"", ""id"": 11434}, {""name"": ""Les Productions du Chicon"", ""id"": 11544}, {""name"": ""Centre R\u00e9gional des Ressources Audiovisuelles (CRRAV)"", ""id"": 11545}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",01/09/2008,53191886,106,Released,Welcome to the Sticks,6.8,615
15300000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2110,fr,18.20957,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""TF1 Films Productions"", ""id"": 356}, {""name"": ""Tobis"", ""id"": 480}, {""name"": ""Destiny"", ""id"": 963}, {""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/31/2001,0,94,Released,Wasabi,6.2,283
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",10045,fr,17.493735,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",11/09/2004,9584131,84,Released,District B13,6.5,565
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",53457,fr,10.072199,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""TF1 Droits Audiovisuels"", ""id"": 8350}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""Hugo Productions"", ""id"": 13855}, {""name"": ""A Plus Image"", ""id"": 19959}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",9/16/2010,17511906,111,Released,Sarah's Key,7.2,196
14000000,"[{""id"": 18, ""name"": ""Drama""}]",2013,fr,13.65494,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Banques Populaire Image 7"", ""id"": 1997}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""C.R.R.A.V. Nord Pas de Calais"", ""id"": 11433}, {""name"": ""R\u00e9gion Nord-Pas-de-Calais"", ""id"": 11434}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/22/2007,19777647,112,Released,The Diving Bell and the Butterfly,7.4,283
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",37842,fr,1.866443,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""BIM Distribuzione"", ""id"": 225}, {""name"": ""Centre National de la Cin\u00e9matographie"", ""id"": 310}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""F Comme Film"", ""id"": 11778}, {""name"": ""Cin\u00e9mage 3"", ""id"": 11944}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",5/20/2009,0,104,Released,Wild Grass,5.8,22
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",9045,fr,5.930533,"[{""name"": ""Renn Productions"", ""id"": 82}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""K.G Productions"", ""id"": 13837}, {""name"": ""KC Medien"", ""id"": 22182}, {""name"": ""Katharina"", ""id"": 22370}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}]",2/13/2002,0,132,Released,Amen.,7.1,75
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2266,fr,10.573191,"[{""name"": ""Filmazure"", ""id"": 1031}, {""name"": ""Pirol Stiftung"", ""id"": 1032}, {""name"": ""Victoires International"", ""id"": 1033}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",5/16/2006,4857367,120,Released,"Paris, je t'aime",6.8,207
12516654,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",126319,fr,11.103202,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""La Parti Productions"", ""id"": 2675}, {""name"": ""Les Armateurs"", ""id"": 6973}, {""name"": ""Melusine Productions"", ""id"": 13351}, {""name"": ""Maybe Movies"", ""id"": 27350}, {""name"": ""Gkids"", ""id"": 32853}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]",12/12/2012,8109160,78,Released,Ernest & Celestine,7.6,142
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",304410,fr,25.302978,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Mars Films"", ""id"": 819}, {""name"": ""Nexus Factory"", ""id"": 7561}, {""name"": ""Umedia"", ""id"": 19037}, {""name"": ""Jerico"", ""id"": 19491}, {""name"": ""Vend\u00f4me Production"", ""id"": 23291}, {""name"": ""Quarante 12 Films"", ""id"": 67186}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",12/17/2014,0,105,Released,The Bélier Family,7,766
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",64559,fr,0.627964,"[{""name"": ""Rh\u00f4ne-Alpes Cin\u00e9ma"", ""id"": 1666}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""T\u00e9l\u00e9vision Suisse-Romande (TSR)"", ""id"": 8453}, {""name"": ""MK2 Productions"", ""id"": 9209}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}]",10/15/1997,0,105,Released,The Swindle,6.4,5
8900000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",86837,fr,17.151293,"[{""name"": ""Les Films du Losange"", ""id"": 223}, {""name"": ""Wega Film"", ""id"": 224}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",07/01/2012,19839492,127,Released,Amour,7.5,400
6000000,"[{""id"": 35, ""name"": ""Comedy""}]",250349,fr,5.119593,"[{""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Same Player"", ""id"": 4696}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Cin\u00e9france 1888"", ""id"": 31229}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",4/30/2014,14348529,98,Released,Barbecue,5.8,214
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",41248,fr,2.351706,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""Union G\u00e9n\u00e9rale Cin\u00e9matographique (UGC)"", ""id"": 7248}, {""name"": ""SBS Films"", ""id"": 10609}, {""name"": ""Sofica UGC 1"", ""id"": 11435}, {""name"": ""Soficin\u00e9ma 5"", ""id"": 12400}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",3/18/2009,0,105,Released,The Girl on the Train,5.6,10
0,"[{""id"": 18, ""name"": ""Drama""}]",71157,fr,14.038703,"[{""name"": ""Les Productions du Tr\u00e9sor"", ""id"": 2612}, {""name"": ""Mars Film Corporation"", ""id"": 5236}, {""name"": ""Chaocorp"", ""id"": 7766}, {""name"": ""Shortcom"", ""id"": 7767}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/06/2011,20374201,127,Released,Polisse,7.9,285
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",15049,fr,5.069095,"[{""name"": ""Park Ex Pictures"", ""id"": 7169}, {""name"": ""Sortie 22"", ""id"": 88298}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",07/06/2006,12671300,116,Released,Bon Cop Bad Cop,6.5,42
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1958,fr,8.204829,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Le Studio Canal+"", ""id"": 183}, {""name"": ""Centre National de la Cin\u00e9matographie"", ""id"": 310}, {""name"": ""Gimages 5"", ""id"": 818}, {""name"": ""Mars Films"", ""id"": 819}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",01/08/2002,0,111,Released,8 Women,6.9,196
8000000,"[{""id"": 18, ""name"": ""Drama""}]",49081,fr,0.983484,[],"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",10/25/2005,2019009,124,Released,The Rocket: The Legend of Rocket Richard,6.1,17
7700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",283708,fr,3.363973,"[{""name"": ""Procirep"", ""id"": 311}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""One World Films"", ""id"": 5725}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Media Programme of the European Community"", ""id"": 21972}, {""name"": ""Backup Media"", ""id"": 26590}, {""name"": ""Cin\u00e9mage 8"", ""id"": 27123}, {""name"": ""Ind\u00e9films 2"", ""id"": 32668}, {""name"": ""Perceval Pictures"", ""id"": 52590}, {""name"": ""Kal\u00e9o Films"", ""id"": 52591}, {""name"": ""Jouror D\u00e9veloppement"", ""id"": 52592}, {""name"": ""B Media 2012"", ""id"": 52593}, {""name"": ""SofiTVCin\u00e9"", ""id"": 52594}, {""name"": ""D\u00e9velopimage 2"", ""id"": 52595}, {""name"": ""Ciclic - R\u00e9gion Centre"", ""id"": 52596}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",8/30/2014,0,110,Released,Far from Men,6.6,43
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10769, ""name"": ""Foreign""}]",55903,fr,0.024186,[],[],09/01/2001,0,103,Released,Betty Fisher and Other Stories,7,3
7300000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",2011,fr,24.281951,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Procirep"", ""id"": 311}, {""name"": ""Soficin\u00e9ma"", ""id"": 312}, {""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Diaphana Films"", ""id"": 744}, {""name"": ""Sofica Europacorp"", ""id"": 854}, {""name"": ""Celluloid Dreams"", ""id"": 860}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Fondation GAN pour le Cin\u00e9ma"", ""id"": 23677}, {""name"": ""2.4.7. Films"", ""id"": 62546}, {""name"": ""French Connection Animations"", ""id"": 84592}, {""name"": ""Soci\u00e9t\u00e9 des Producteurs de L'Angoa"", ""id"": 84593}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/23/2007,0,95,Released,Persepolis,7.7,450
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",11687,fr,8.893676,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Gaumont International"", ""id"": 7961}, {""name"": ""France 3 Cinema"", ""id"": 16804}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",1/27/1993,0,107,Released,The Visitors,7.1,420
6800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 9648, ""name"": ""Mystery""}]",46738,fr,21.285206,"[{""name"": ""TS Productions"", ""id"": 313}, {""name"": ""Micro scope"", ""id"": 7272}, {""name"": ""Phi Group"", ""id"": 7273}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",09/04/2010,7103838,130,Released,Incendies,7.9,479
0,"[{""id"": 18, ""name"": ""Drama""}]",10930,fr,1.229667,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",02/09/2003,0,104,Released,The Flower of Evil,5.7,10
5300000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1555,fr,13.034602,"[{""name"": ""Mate Producciones S.A."", ""id"": 732}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",5/17/2002,3897799,122,Released,The Spanish Apartment,7,266
